id,barcode,name,brand,category,country_of_origin,is_indian,description,image_url,price,availability,where_to_buy,rating
6493b847-5ed3-4e5c-81cb-2b140fcfbdc9,4926651911056,Parle Spice Powder,Parle,Food,India,True,Parle Spice Powder by Parle - quality food product made in India.,https://example.com/images/4926651911056.jpg,60.91,widely_available,"['Snapdeal', 'Flipkart']",4.2
42831a09-5515-4791-8303-95bacbd97e65,5089747908747,Patanjali Masala Mix,Patanjali,Food,India,True,Patanjali Masala Mix by Patanjali - quality food product made in India.,https://example.com/images/5089747908747.jpg,149.8,widely_available,"['Snapdeal', 'Local Grocery']",4.4
19eceb42-a45b-421c-82b5-01e60fbac2f6,1115402766155,MTR Foods Pen Set,MTR Foods,Stationery,India,True,MTR Foods Pen Set by MTR Foods - quality stationery product made in India.,https://example.com/images/1115402766155.jpg,548.51,online_only,"['Myntra', 'Official Website']",3.6
59648e3d-8ae8-4e6f-9b55-ccb2c0f6a411,7683367452945,ID Fresh T-Shirt,ID Fresh,Fashion,India,True,ID Fresh T-Shirt by ID Fresh - quality fashion product made in India.,https://example.com/images/7683367452945.jpg,858.95,limited_availability,"['Pharmacy', 'Supermarket']",4.6
f3b69016-2bb4-4f63-8e77-77baba25590b,2384605262099,Patanjali Instant Coffee,Patanjali,Beverage Mix,India,True,Patanjali Instant Coffee by Patanjali - quality beverage mix product made in India.,https://example.com/images/2384605262099.jpg,417.63,limited_availability,"['Pharmacy', 'Local Grocery']",4.4
814abd2c-ac26-4323-b0d0-22714317d5ce,2404390832716,Patanjali Face Wash,Patanjali,Cosmetics,India,True,Patanjali Face Wash by Patanjali - quality cosmetics product made in India.,https://example.com/images/2404390832716.jpg,3092.17,widely_available,"['Myntra', 'Supermarket']",3.9
82697066-1b0c-4584-91b9-94d8a1e6bf62,4686607816019,Khadims Ceiling Fan,Khadims,Household,India,True,Khadims Ceiling Fan by Khadims - quality household product made in India.,https://example.com/images/4686607816019.jpg,3045.47,widely_available,"['Pharmacy', 'BigBasket']",4.1
3bd2c5a9-cc6d-407a-aa79-75e66d556874,5747568610807,Bajaj Iron,Bajaj,Household,India,True,Bajaj Iron by Bajaj - quality household product made in India.,https://example.com/images/5747568610807.jpg,4453.8,online_only,"['Official Website', 'Amazon.in']",3.5
ebd9c1d5-446e-40de-b189-e6e36b0ea541,2165086075550,Patanjali Dress,Patanjali,Fashion,India,True,Patanjali Dress by Patanjali - quality fashion product made in India.,https://example.com/images/2165086075550.jpg,1661.1,limited_availability,"['Local Grocery', 'Nykaa']",3.8
5f4d3e26-7ee1-4197-b5ed-fce9132cf5aa,5338516676637,Patanjali Budget Phone,Patanjali,Mobile Phones,India,True,Patanjali Budget Phone by Patanjali - quality mobile phones product made in India.,https://example.com/images/5338516676637.jpg,81606.36,limited_availability,"['Pharmacy', 'Myntra']",4.8
e3f2d9bb-d4de-407f-807f-3fd5465b06e3,9964190877060,Nyle Sandals,Nyle,Footwear,India,True,Nyle Sandals by Nyle - quality footwear product made in India.,https://example.com/images/9964190877060.jpg,3245.9,widely_available,"['Flipkart', 'BigBasket']",4.3
45e932ed-4525-425a-9b90-e00e49070461,7714686446661,Emami Bread,Emami,Bakery,India,True,Emami Bread by Emami - quality bakery product made in India.,https://example.com/images/7714686446661.jpg,275.42,out_of_stock,"['Snapdeal', 'Supermarket']",4.9
025f7eb4-d9df-47fd-8585-1ec438e003ee,5693329282832,Dabur Mixer Grinder,Dabur,Electronics,India,True,Dabur Mixer Grinder by Dabur - quality electronics product made in India.,https://example.com/images/5693329282832.jpg,62568.89,limited_availability,"['Flipkart', 'Supermarket']",3.9
c034cf78-9cdb-4aff-9dc7-66f45d2d961c,9808857184395,Patanjali Spice Powder,Patanjali,Food,India,True,Patanjali Spice Powder by Patanjali - quality food product made in India.,https://example.com/images/9808857184395.jpg,212.16,widely_available,"['Supermarket', 'Snapdeal']",4.2
7919cf04-c16f-42bd-93fe-e462333e6374,9595621798971,Amul Sandals,Amul,Footwear,India,True,Amul Sandals by Amul - quality footwear product made in India.,https://example.com/images/9595621798971.jpg,387.44,limited_availability,"['Supermarket', 'Local Grocery']",3.1
10535515-5084-456b-b58b-48836f6c70b7,9550128438223,MDH Biscuits,MDH,Snacks,India,True,MDH Biscuits by MDH - quality snacks product made in India.,https://example.com/images/9550128438223.jpg,185.26,online_only,"['BigBasket', 'Nykaa']",4.9
12b97971-ea25-49f0-a7f9-0097d9d68573,8019315372954,Britannia Shaving Foam,Britannia,Personal Care,India,True,Britannia Shaving Foam by Britannia - quality personal care product made in India.,https://example.com/images/8019315372954.jpg,1791.49,limited_availability,"['Nykaa', 'Snapdeal']",3.9
1c496635-9a9a-44e8-90f1-a3668e4b2173,1370819253915,Bajaj Shampoo,Bajaj,Cosmetics,India,True,Bajaj Shampoo by Bajaj - quality cosmetics product made in India.,https://example.com/images/1370819253915.jpg,2154.96,online_only,"['Pharmacy', 'Local Grocery']",3.0
29d5a957-bff4-4e18-8dc3-97b48d86cfdd,1553644563238,Patanjali Shampoo,Patanjali,Cosmetics,India,True,Patanjali Shampoo by Patanjali - quality cosmetics product made in India.,https://example.com/images/1553644563238.jpg,3107.32,widely_available,"['Snapdeal', 'Local Grocery']",3.6
27b4bb79-69ac-4d47-98b1-c55cb947d6d4,5275522566137,Vikram Bleach,Vikram,Cleaning,India,True,Vikram Bleach by Vikram - quality cleaning product made in India.,https://example.com/images/5275522566137.jpg,1068.93,out_of_stock,"['Local Grocery', 'Flipkart']",3.2
55db4fee-3d11-4a6d-8382-921dc5199ab0,9213743140796,Emami Sports Shoes,Emami,Footwear,India,True,Emami Sports Shoes by Emami - quality footwear product made in India.,https://example.com/images/9213743140796.jpg,5478.94,widely_available,"['Flipkart', 'Amazon.in']",3.8
d4681e2f-25e4-45e5-9d74-b8838501db18,4346602396672,Godrej Bluetooth Speaker,Godrej,Electronics,India,True,Godrej Bluetooth Speaker by Godrej - quality electronics product made in India.,https://example.com/images/4346602396672.jpg,44065.16,online_only,"['Myntra', 'BigBasket']",3.6
c113eabd-ef8c-4892-8a92-358aa3a92b19,1889478745061,Bajaj Chocolate Bar,Bajaj,Snacks,India,True,Bajaj Chocolate Bar by Bajaj - quality snacks product made in India.,https://example.com/images/1889478745061.jpg,149.86,widely_available,"['Flipkart', 'Local Grocery']",3.3
165707bb-08cd-45d3-9cb9-17fc9f803d8a,8056049945201,Vikram Pet Shampoo,Vikram,Pets,India,True,Vikram Pet Shampoo by Vikram - quality pets product made in India.,https://example.com/images/8056049945201.jpg,3257.57,online_only,"['Myntra', 'Amazon.in']",5.0
c6cd023c-ed76-47c2-ae5d-a20025bee336,9562955360970,Tata Baby Lotion,Tata,Baby Care,India,True,Tata Baby Lotion by Tata - quality baby care product made in India.,https://example.com/images/9562955360970.jpg,494.02,limited_availability,"['Local Grocery', 'Amazon.in']",4.2
c7619a95-8d91-49f0-8428-322234e8ec85,1880713818667,MTR Foods Energy Drink,MTR Foods,Beverages,India,True,MTR Foods Energy Drink by MTR Foods - quality beverages product made in India.,https://example.com/images/1880713818667.jpg,112.64,online_only,"['Amazon.in', 'Snapdeal']",3.2
ee0d7944-4730-47b8-942e-ea06fe2dcbf6,5139754991340,Britannia Cookies,Britannia,Snacks,India,True,Britannia Cookies by Britannia - quality snacks product made in India.,https://example.com/images/5139754991340.jpg,96.22,online_only,"['Pharmacy', 'Amazon.in']",4.2
1721ffad-87f3-41ae-9f44-2ce9381fc385,6564227982997,Emami Masala Chai,Emami,Tea & Coffee,India,True,Emami Masala Chai by Emami - quality tea & coffee product made in India.,https://example.com/images/6564227982997.jpg,1264.79,online_only,"['Official Website', 'Local Grocery']",3.5
75becc32-c302-45d5-9976-378bd7629fae,1163520327555,Amul Omega Capsules,Amul,Health & Supplements,India,True,Amul Omega Capsules by Amul - quality health & supplements product made in India.,https://example.com/images/1163520327555.jpg,2159.79,widely_available,"['Flipkart', 'Snapdeal']",3.4
4f1ffe8f-d829-4af2-80f9-27e65483203a,2210669092993,Tata Budget Phone,Tata,Mobile Phones,India,True,Tata Budget Phone by Tata - quality mobile phones product made in India.,https://example.com/images/2210669092993.jpg,95504.47,limited_availability,"['Supermarket', 'BigBasket']",3.9
e98b4906-5421-45c5-ac38-289ec68a0c1e,1139710736463,MTR Foods Probiotic,MTR Foods,Health & Supplements,India,True,MTR Foods Probiotic by MTR Foods - quality health & supplements product made in India.,https://example.com/images/1139710736463.jpg,3065.17,limited_availability,"['Flipkart', 'BigBasket']",3.5
fe2a8cf4-2b37-4f31-a6fb-5f1f2e5b99a0,5957561986265,Parle Instant Tea,Parle,Beverage Mix,India,True,Parle Instant Tea by Parle - quality beverage mix product made in India.,https://example.com/images/5957561986265.jpg,453.26,limited_availability,"['Local Grocery', 'Supermarket']",4.0
b9223977-e9d8-4bf8-965b-17aff7951e11,8450197522211,Tata Soda,Tata,Beverages,India,True,Tata Soda by Tata - quality beverages product made in India.,https://example.com/images/8450197522211.jpg,152.35,widely_available,"['Amazon.in', 'Official Website']",4.5
50f909be-26dd-4269-a063-48124230ecd9,2967136552614,Tata Iron,Tata,Household,India,True,Tata Iron by Tata - quality household product made in India.,https://example.com/images/2967136552614.jpg,421.83,online_only,"['Snapdeal', 'Amazon.in']",4.7
0eb51cfa-e710-446b-a3cf-2ebbb7e32958,3243818848407,MDH Instant Tea,MDH,Beverage Mix,India,True,MDH Instant Tea by MDH - quality beverage mix product made in India.,https://example.com/images/3243818848407.jpg,73.23,limited_availability,"['Amazon.in', 'Official Website']",3.4
42af6aa0-e85e-4409-bca6-6b84bd87bdc2,5165817118389,Bajaj Air Purifier,Bajaj,Electronics,India,True,Bajaj Air Purifier by Bajaj - quality electronics product made in India.,https://example.com/images/5165817118389.jpg,70215.84,online_only,"['Myntra', 'Amazon.in']",3.4
c0247721-f9c5-4272-a068-c923ebb8f64b,3801464598795,Godrej Pen Set,Godrej,Stationery,India,True,Godrej Pen Set by Godrej - quality stationery product made in India.,https://example.com/images/3801464598795.jpg,568.82,widely_available,"['Myntra', 'Amazon.in']",4.7
4e54c500-f441-4cb3-aa13-2ded5d8abf06,6370210891491,Bajaj Surface Sanitizer,Bajaj,Cleaning,India,True,Bajaj Surface Sanitizer by Bajaj - quality cleaning product made in India.,https://example.com/images/6370210891491.jpg,1115.8,online_only,"['Local Grocery', 'Amazon.in']",4.3
42cb4bb0-567e-4e90-8b6a-f17946e1ce60,2223483079689,Nyle Kurta,Nyle,Fashion,India,True,Nyle Kurta by Nyle - quality fashion product made in India.,https://example.com/images/2223483079689.jpg,6967.56,limited_availability,"['Official Website', 'Snapdeal']",3.8
a6d497dc-9d04-4362-9f7f-228f5befa65d,5595487878306,MTR Foods T-Shirt,MTR Foods,Fashion,India,True,MTR Foods T-Shirt by MTR Foods - quality fashion product made in India.,https://example.com/images/5595487878306.jpg,1433.55,limited_availability,"['Amazon.in', 'Flipkart']",4.2
bba21d48-500c-4231-9336-8152d00da66d,3033716076333,Khadims Dress,Khadims,Fashion,India,True,Khadims Dress by Khadims - quality fashion product made in India.,https://example.com/images/3033716076333.jpg,2884.07,online_only,"['Supermarket', 'Amazon.in']",4.4
6c7a97fe-e150-4760-8972-b1e6288b7a8e,7404642497786,Dabur Photo Frame,Dabur,Home Decor,India,True,Dabur Photo Frame by Dabur - quality home decor product made in India.,https://example.com/images/7404642497786.jpg,5924.88,limited_availability,"['Pharmacy', 'Official Website']",4.3
6d0556bd-08ed-4125-9589-b7f3eb680d85,6739830341653,Parle Probiotic,Parle,Health & Supplements,India,True,Parle Probiotic by Parle - quality health & supplements product made in India.,https://example.com/images/6739830341653.jpg,1918.37,limited_availability,"['Snapdeal', 'BigBasket']",3.4
16fccc33-95d1-4c49-9fee-9e5e1b3a0ab6,6293843997145,Nyle Water Purifier,Nyle,Household,India,True,Nyle Water Purifier by Nyle - quality household product made in India.,https://example.com/images/6293843997145.jpg,1880.79,widely_available,"['Supermarket', 'Pharmacy']",3.4
2043a655-c2d2-47ff-8713-9df75360f45f,8771592947529,MDH Muffin,MDH,Bakery,India,True,MDH Muffin by MDH - quality bakery product made in India.,https://example.com/images/8771592947529.jpg,209.01,online_only,"['Snapdeal', 'Nykaa']",4.6
0af8a631-4302-414d-bdbc-de7cae6c833a,2642117129691,Britannia Wafer,Britannia,Snacks,India,True,Britannia Wafer by Britannia - quality snacks product made in India.,https://example.com/images/2642117129691.jpg,185.78,online_only,"['Supermarket', 'Local Grocery']",4.6
1b8363d0-d74d-4521-ba8a-606362547856,9010426801904,Amul Masala Mix,Amul,Food,India,True,Amul Masala Mix by Amul - quality food product made in India.,https://example.com/images/9010426801904.jpg,127.71,online_only,"['Myntra', 'Nykaa']",3.8
91ff6d4a-f284-4bd0-b6e7-ca2213c39187,8480881352537,Amul Masala Mix,Amul,Food,India,True,Amul Masala Mix by Amul - quality food product made in India.,https://example.com/images/8480881352537.jpg,80.18,out_of_stock,"['Amazon.in', 'Snapdeal']",3.5
4e93c5bc-c8b7-4e43-949a-5e01aa8d254b,9176764822383,Parle Baby Shampoo,Parle,Baby Care,India,True,Parle Baby Shampoo by Parle - quality baby care product made in India.,https://example.com/images/9176764822383.jpg,1832.38,limited_availability,"['Nykaa', 'Snapdeal']",3.9
639e06f2-3840-43bf-819e-0e8abdb5cd27,8917663437704,MTR Foods Baby Shampoo,MTR Foods,Baby Care,India,True,MTR Foods Baby Shampoo by MTR Foods - quality baby care product made in India.,https://example.com/images/8917663437704.jpg,766.49,online_only,"['Supermarket', 'Snapdeal']",4.0
cd74c96a-1295-4f2c-af53-83067565175c,5124395797233,Bajaj Handwash,Bajaj,Personal Care,India,True,Bajaj Handwash by Bajaj - quality personal care product made in India.,https://example.com/images/5124395797233.jpg,521.86,limited_availability,"['Snapdeal', 'Flipkart']",3.3
2e823bb7-dea7-45c8-8301-16258fb16ab3,4765425398414,Bajaj Knife Set,Bajaj,Kitchen,India,True,Bajaj Knife Set by Bajaj - quality kitchen product made in India.,https://example.com/images/4765425398414.jpg,588.78,out_of_stock,"['Official Website', 'Snapdeal']",3.9
f3d7762b-d9fa-4b49-b160-c4aa8ff73e91,7694031618399,Patanjali Surface Sanitizer,Patanjali,Cleaning,India,True,Patanjali Surface Sanitizer by Patanjali - quality cleaning product made in India.,https://example.com/images/7694031618399.jpg,667.46,limited_availability,"['Supermarket', 'Myntra']",4.7
03ab531e-f689-4186-a324-93a124ba5b9f,4882211538662,Emami Hot Chocolate,Emami,Beverage Mix,India,True,Emami Hot Chocolate by Emami - quality beverage mix product made in India.,https://example.com/images/4882211538662.jpg,374.55,limited_availability,"['Myntra', 'Nykaa']",3.1
f3c19f31-4fad-46e5-9e4c-5e99e882cec0,9224177348872,Godrej Knife Set,Godrej,Kitchen,India,True,Godrej Knife Set by Godrej - quality kitchen product made in India.,https://example.com/images/9224177348872.jpg,6631.56,widely_available,"['Myntra', 'Amazon.in']",3.2
f8403405-da3d-46ff-92c0-21dfa9f76c42,1881248815905,Emami Flagship Phone,Emami,Mobile Phones,India,True,Emami Flagship Phone by Emami - quality mobile phones product made in India.,https://example.com/images/1881248815905.jpg,31426.18,limited_availability,"['Local Grocery', 'Nykaa']",3.7
ea8deb5f-6e07-41aa-8f20-5f57cea970a7,9272458796685,Nyle Handwash,Nyle,Personal Care,India,True,Nyle Handwash by Nyle - quality personal care product made in India.,https://example.com/images/9272458796685.jpg,79.02,widely_available,"['Official Website', 'Local Grocery']",4.3
048f94a7-0350-4897-8e2a-bf723f13abf0,5196837525387,Patanjali Noodles,Patanjali,Food,India,True,Patanjali Noodles by Patanjali - quality food product made in India.,https://example.com/images/5196837525387.jpg,57.67,widely_available,"['Pharmacy', 'Local Grocery']",3.9
